CmdNumber,Timestamp,LLActionType,InstanceName,CommandType,TargetPosition,EndEffector,Velocity,Acceleration,Pose,Joints,Success,ExecTimeMs,PlanTimeMs,TotalTimeMs,ParentMLAction,Error
286,2026-04-13 18:22:44.676,MoveToLL,MoveToLL_TravelML_robot1_rpmanipulate_rppickup_dup28,movej,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,11220.86,0.00,13281.40,,
287,2026-04-13 18:23:00.049,MoveToLL,MoveToLL_PickUpML_cube5_initloccube5_robot1_gripper1_rppickup,movel,initloccube5,,0.30,0.30,"0.607370;-0.274820;-0.009000;0.000000;-3.141590;0.000000","",True,6147.37,0.00,8167.20,,
288,2026-04-13 18:23:08.402,CloseGripperLL,CloseGripperLL_PickUpML_cube5_initloccube5_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,1.40,0.00,2054.01,,
289,2026-04-13 18:23:10.610,MoveToLL,MoveToLL_PickUpML_cube5_initloccube5_robot1_gripper1_rppickup,movel,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,5125.42,0.00,7151.02,,
290,2026-04-13 18:23:21.294,MoveToLL,MoveToLL_TravelML_robot1_rppickup_rpmanipulate_dup32,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,11144.15,0.00,13207.15,,
291,2026-04-13 18:24:27.450,MoveToLL,MoveToLL_StackML_cube5_stick19_robot1_gripper1_finloccube5_rpmanipulate,planned,finloccube5,gripper,0.30,0.30,"0.230496;0.991004;0.077500;2.747699;1.523074;0.000000","",False,0.00,0.00,26374.00,,HTTP InternalServerError: INTERNAL SERVER ERROR - {   "error": "MoveIt motion planning or execution failed";   "success": false } 
292,2026-04-13 18:24:53.963,MoveToLL,MoveToLL_StackML_cube5_stick19_robot1_gripper1_finloccube5_rpmanipulate,planned,finloccube5,gripper,0.30,0.30,"0.230496;0.991004;0.077500;2.747699;1.523074;0.000000","",False,0.00,0.00,26297.94,,HTTP InternalServerError: INTERNAL SERVER ERROR - {   "error": "MoveIt motion planning or execution failed";   "success": false } 
293,2026-04-13 18:25:20.392,MoveToLL,MoveToLL_StackML_cube5_stick19_robot1_gripper1_finloccube5_rpmanipulate,planned,finloccube5,gripper,0.30,0.30,"0.230496;0.991004;0.077500;2.747699;1.523074;0.000000","",True,17411.56,0.00,19468.22,,
294,2026-04-13 18:25:40.016,MoveToLL,MoveToLL_StackML_cube5_stick19_robot1_gripper1_finloccube5_rpmanipulate,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,10054.56,0.00,12072.97,,
295,2026-04-13 18:25:55.226,MoveToLL,MoveToLL_TravelML_robot1_rpmanipulate_rppickup_dup29,movej,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,10871.26,0.00,12900.86,,
296,2026-04-13 18:26:09.723,MoveToLL,MoveToLL_PickUpML_stick27_initlocstick27_robot1_gripper1_rppickup,movel,initlocstick27,,0.30,0.30,"0.607370;-0.274820;-0.006000;0.000000;-3.141590;0.000000","",True,5180.99,0.00,7221.11,,
297,2026-04-13 18:26:17.108,CloseGripperLL,CloseGripperLL_PickUpML_stick27_initlocstick27_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,13.46,0.00,2044.95,,
298,2026-04-13 18:26:19.297,MoveToLL,MoveToLL_PickUpML_stick27_initlocstick27_robot1_gripper1_rppickup,movel,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,5945.85,0.00,7980.59,,
299,2026-04-13 18:26:30.538,MoveToLL,MoveToLL_TravelML_robot1_rppickup_rpmanipulate_dup33,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,10750.47,0.00,12789.42,,
300,2026-04-13 18:26:43.626,MoveToLL,MoveToLL_StackOnTwoML_stick27_robot1_finallocstick27_rpmanipulate_stick23_stick22_gripper1_layer5_layer6,planned,finallocstick27,gripper,0.30,0.30,"-0.115108;0.958076;0.077500;2.424130;1.998299;0.000000","",True,16667.53,0.00,18726.79,,
301,2026-04-13 18:27:02.508,MoveToLL,MoveToLL_StackOnTwoML_stick27_robot1_finallocstick27_rpmanipulate_stick23_stick22_gripper1_layer5_layer6,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,10020.18,0.00,12076.94,,
302,2026-04-13 18:27:17.870,MoveToLL,MoveToLL_TravelML_robot1_rpmanipulate_rptoolchange_dup9,movej,rptoolchange,,1.00,0.30,"-0.276143;0.385864;0.086921;-3.141491;-0.002589;-0.000081","2.086106;-1.186673;-2.396030;-1.129490;1.555172;0.503193",True,8653.40,0.00,10699.54,,
303,2026-04-13 18:27:28.851,DeequipToolLL,DeequipToolLL_DeequipML_robot1_gripper1_equiplocgripper_rptoolchange_dup5,play_program,,gripper,0.50,1.00,"","",True,20624.33,0.00,22687.57,,
304,2026-04-13 18:27:51.822,EquipToolLL,EquipToolLL_EquipeML_robot1_staplergun1_rptoolchange_equiplocstapler_dup5,play_program,,nailgun,0.50,1.00,"","",True,9932.31,0.00,11992.27,,
305,2026-04-13 18:28:07.216,MoveToLL,MoveToLL_TravelML_robot1_rptoolchange_rpmanipulate_dup5,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,8893.48,0.00,10955.52,,
306,2026-04-13 18:28:18.760,NailingLL,NailingLL_NailingML_cube5_stick19_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"0.230000;0.991000;0.097000;0.000000;0.000000;0.000000","",True,27603.36,0.00,29649.86,,
307,2026-04-13 18:28:51.669,NailingLL,NailingLL_NailingML_cube6_stick23_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"-0.243000;0.929000;0.097000;0.000000;0.000000;0.000000","",True,9099.30,0.00,11128.13,,
308,2026-04-13 18:29:06.134,NailingLL,NailingLL_NailingML_stick24_stick19_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"0.328000;0.930000;0.098000;0.000000;0.000000;0.000000","",True,15329.75,0.00,17370.54,,
309,2026-04-13 18:29:26.823,NailingLL,NailingLL_NailingML_stick24_stick20_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"0.353000;0.799000;0.097000;0.000000;0.000000;0.000000","",True,11344.62,0.00,13402.18,,
310,2026-04-13 18:29:43.454,NailingLL,NailingLL_NailingML_stick25_stick20_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"0.282000;0.685000;0.097000;0.000000;0.000000;0.000000","",True,10643.60,0.00,12693.20,,
311,2026-04-13 18:29:59.428,NailingLL,NailingLL_NailingML_stick25_stick21_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"0.150000;0.659000;0.097000;0.000000;0.000000;0.000000","",True,5899.05,0.00,7926.54,,
312,2026-04-13 18:30:10.595,NailingLL,NailingLL_NailingML_stick26_stick21_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"0.009000;0.747000;0.097000;0.000000;0.000000;0.000000","",True,13026.70,0.00,15076.13,,
313,2026-04-13 18:30:28.929,NailingLL,NailingLL_NailingML_stick26_stick22_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"0.025000;0.831000;0.097000;0.000000;0.000000;0.000000","",True,8184.01,0.00,10248.48,,
314,2026-04-13 18:30:42.370,NailingLL,NailingLL_NailingML_stick27_stick22_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"-0.046000;0.945000;0.097000;0.000000;0.000000;0.000000","",True,9875.23,0.00,11924.72,,
315,2026-04-13 18:30:57.586,NailingLL,NailingLL_NailingML_stick27_stick23_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"-0.178000;0.970000;0.097000;0.000000;0.000000;0.000000","",True,12185.96,0.00,14230.62,,
316,2026-04-13 18:31:18.778,MoveToLL,MoveToLL_TravelML_robot1_rpmanipulate_rptoolchange_dup10,movej,rptoolchange,,1.00,0.30,"-0.276143;0.385864;0.086921;-3.141491;-0.002589;-0.000081","2.086106;-1.186673;-2.396030;-1.129490;1.555172;0.503193",True,11042.17,0.00,13084.38,,
317,2026-04-13 18:31:32.451,DeequipToolLL,DeequipToolLL_DeequipML_robot1_staplergun1_equiplocstapler_rptoolchange_dup5,play_program,,nailgun,0.50,1.00,"","",True,7259.65,0.00,9322.11,,
318,2026-04-13 18:31:42.052,EquipToolLL,EquipToolLL_EquipeML_robot1_gripper1_rptoolchange_equiplocgripper_dup5,play_program,,gripper,0.50,1.00,"","",True,20693.74,0.00,22744.80,,
319,2026-04-13 18:32:07.927,MoveToLL,MoveToLL_TravelML_robot1_rptoolchange_rppickup_dup5,movej,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,11766.36,0.00,13804.90,,
320,2026-04-13 18:32:32.969,MoveToLL,MoveToLL_PickUpML_stick29_initlocstick29_robot1_gripper1_rppickup,movel,initlocstick29,,0.30,0.30,"0.607370;-0.274820;-0.006000;0.000000;-3.141590;0.000000","",True,5154.35,0.00,7196.58,,
321,2026-04-13 18:32:40.325,CloseGripperLL,CloseGripperLL_PickUpML_stick29_initlocstick29_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,0.97,0.00,2052.14,,
322,2026-04-13 18:32:42.520,MoveToLL,MoveToLL_PickUpML_stick29_initlocstick29_robot1_gripper1_rppickup,movel,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,5849.32,0.00,7869.30,,
323,2026-04-13 18:32:53.774,MoveToLL,MoveToLL_TravelML_robot1_rppickup_rpmanipulate_dup34,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,11316.94,0.00,13357.90,,
324,2026-04-13 18:33:07.438,MoveToLL,MoveToLL_StackOnTwoML_stick29_robot1_finallocstick29_rpmanipulate_stick24_stick25_gripper1_layer6_layer7,planned,finallocstick29,gripper,0.30,0.30,"0.313042;0.735067;0.095000;-0.970806;-2.987832;0.000000","",True,18282.01,0.00,20347.22,,
325,2026-04-13 18:33:28.108,MoveToLL,MoveToLL_StackOnTwoML_stick29_robot1_finallocstick29_rpmanipulate_stick24_stick25_gripper1_layer6_layer7,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,9748.03,0.00,11788.27,,
326,2026-04-13 18:33:43.276,MoveToLL,MoveToLL_TravelML_robot1_rpmanipulate_rppickup_dup30,movej,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,11331.82,0.00,13363.04,,
327,2026-04-13 18:34:15.310,MoveToLL,MoveToLL_PickUpML_stick28_initlocstick28_robot1_gripper1_rppickup,movel,initlocstick28,,0.30,0.30,"0.607370;-0.274820;-0.009000;0.000000;-3.141590;0.000000","",True,6324.31,0.00,8369.93,,
328,2026-04-13 18:34:23.864,CloseGripperLL,CloseGripperLL_PickUpML_stick28_initlocstick28_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,12.60,0.00,2047.47,,
329,2026-04-13 18:34:26.044,MoveToLL,MoveToLL_PickUpML_stick28_initlocstick28_robot1_gripper1_rppickup,movel,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,5120.65,0.00,7175.24,,
330,2026-04-13 18:34:36.547,MoveToLL,MoveToLL_TravelML_robot1_rppickup_rpmanipulate_dup35,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,10745.74,0.00,12810.43,,
331,2026-04-13 18:34:49.653,MoveToLL,MoveToLL_StackOnTwoML_stick28_robot1_finallocstick28_rpmanipulate_stick24_cube5_gripper1_layer6_layer7,planned,finallocstick28,gripper,0.30,0.30,"0.294394;0.948859;0.095000;1.426253;-2.799180;0.000000","",True,20693.72,0.00,22732.05,,
332,2026-04-13 18:35:12.519,MoveToLL,MoveToLL_StackOnTwoML_stick28_robot1_finallocstick28_rpmanipulate_stick24_cube5_gripper1_layer6_layer7,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,13560.42,0.00,15605.65,,
333,2026-04-13 18:35:31.505,MoveToLL,MoveToLL_TravelML_robot1_rpmanipulate_rppickup_dup31,movej,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,11331.04,0.00,13367.62,,
334,2026-04-13 18:35:54.907,MoveToLL,MoveToLL_PickUpML_stick30_initlocstick30_robot1_gripper1_rppickup,movel,initlocstick30,,0.30,0.30,"0.607370;-0.274820;-0.006000;0.000000;-3.141590;0.000000","",True,6162.01,0.00,8218.70,,
335,2026-04-13 18:36:03.274,CloseGripperLL,CloseGripperLL_PickUpML_stick30_initlocstick30_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,1.13,0.00,2037.40,,
336,2026-04-13 18:36:05.456,MoveToLL,MoveToLL_PickUpML_stick30_initlocstick30_robot1_gripper1_rppickup,movel,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,5937.12,0.00,7977.03,,
337,2026-04-13 18:36:16.824,MoveToLL,MoveToLL_TravelML_robot1_rppickup_rpmanipulate_dup36,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,11311.17,0.00,13351.08,,
338,2026-04-13 18:36:30.470,MoveToLL,MoveToLL_StackOnTwoML_stick30_robot1_finallocstick30_rpmanipulate_stick25_stick26_gripper1_layer6_layer7,planned,finallocstick30,gripper,0.30,0.30,"0.086760;0.699228;0.095000;2.799180;1.426253;0.000000","",True,15083.93,0.00,17147.61,,
339,2026-04-13 18:36:47.761,MoveToLL,MoveToLL_StackOnTwoML_stick30_robot1_finallocstick30_rpmanipulate_stick25_stick26_gripper1_layer6_layer7,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,7926.18,0.00,9981.94,,
340,2026-04-13 18:37:00.924,MoveToLL,MoveToLL_TravelML_robot1_rpmanipulate_rppickup_dup32,movej,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,10789.48,0.00,12837.98,,
341,2026-04-13 18:37:17.711,MoveToLL,MoveToLL_PickUpML_stick31_initlocstick31_robot1_gripper1_rppickup,movel,initlocstick31,,0.30,0.30,"0.607370;-0.274820;-0.006000;0.000000;-3.141590;0.000000","",True,5237.78,0.00,7275.12,,
342,2026-04-13 18:37:25.123,CloseGripperLL,CloseGripperLL_PickUpML_stick31_initlocstick31_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,0.92,0.00,2044.57,,
343,2026-04-13 18:37:27.306,MoveToLL,MoveToLL_PickUpML_stick31_initlocstick31_robot1_gripper1_rppickup,movel,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,5941.58,0.00,7986.28,,
344,2026-04-13 18:37:38.496,MoveToLL,MoveToLL_TravelML_robot1_rppickup_rpmanipulate_dup37,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,10801.04,0.00,12831.65,,
345,2026-04-13 18:37:51.651,MoveToLL,MoveToLL_StackOnTwoML_stick31_robot1_finallocstick31_rpmanipulate_stick27_stick26_gripper1_layer6_layer7,planned,finallocstick31,gripper,0.30,0.30,"-0.014958;0.894274;0.095000;2.987832;0.970806;0.000000","",True,15838.17,0.00,17900.90,,
346,2026-04-13 18:38:09.690,MoveToLL,MoveToLL_StackOnTwoML_stick31_robot1_finallocstick31_rpmanipulate_stick27_stick26_gripper1_layer6_layer7,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,9340.25,0.00,11393.12,,
347,2026-04-13 18:38:24.264,MoveToLL,MoveToLL_TravelML_robot1_rpmanipulate_rppickup_dup33,movej,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,10817.85,0.00,12857.83,,
348,2026-04-13 18:38:46.444,MoveToLL,MoveToLL_PickUpML_stick32_initlocstick32_robot1_gripper1_rppickup,movel,initlocstick32,,0.30,0.30,"0.607370;-0.274820;-0.009000;0.000000;-3.141590;0.000000","",True,5446.47,0.00,7507.44,,
349,2026-04-13 18:38:54.087,CloseGripperLL,CloseGripperLL_PickUpML_stick32_initlocstick32_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,12.39,0.00,2063.90,,
350,2026-04-13 18:38:56.298,MoveToLL,MoveToLL_PickUpML_stick32_initlocstick32_robot1_gripper1_rppickup,movel,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,5910.62,0.00,7962.55,,
351,2026-04-13 18:39:07.532,MoveToLL,MoveToLL_TravelML_robot1_rppickup_rpmanipulate_dup38,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,10739.93,0.00,12778.90,,
352,2026-04-13 18:39:20.595,MoveToLL,MoveToLL_StackOnTwoML_stick32_robot1_finallocstick32_rpmanipulate_cube6_stick27_gripper1_layer6_layer7,planned,finallocstick32,gripper,0.30,0.30,"-0.210902;0.952155;0.095000;-1.426253;-2.799180;0.000000","",True,16689.13,0.00,18762.57,,
353,2026-04-13 18:39:39.496,MoveToLL,MoveToLL_StackOnTwoML_stick32_robot1_finallocstick32_rpmanipulate_cube6_stick27_gripper1_layer6_layer7,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,10036.13,0.00,12074.77,,
354,2026-04-13 18:39:54.693,MoveToLL,MoveToLL_TravelML_robot1_rpmanipulate_rptoolchange_dup11,movej,rptoolchange,,1.00,0.30,"-0.276143;0.385864;0.086921;-3.141491;-0.002589;-0.000081","2.086106;-1.186673;-2.396030;-1.129490;1.555172;0.503193",True,8783.28,0.00,10805.60,,
355,2026-04-13 18:40:05.820,DeequipToolLL,DeequipToolLL_DeequipML_robot1_gripper1_equiplocgripper_rptoolchange_dup6,play_program,,gripper,0.50,1.00,"","",True,20627.55,0.00,22672.53,,
356,2026-04-13 18:40:28.788,EquipToolLL,EquipToolLL_EquipeML_robot1_staplergun1_rptoolchange_equiplocstapler_dup6,play_program,,nailgun,0.50,1.00,"","",True,9864.02,0.00,11926.07,,
357,2026-04-13 18:40:44.144,MoveToLL,MoveToLL_TravelML_robot1_rptoolchange_rpmanipulate_dup6,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,8802.67,0.00,10849.13,,
358,2026-04-13 18:40:55.572,NailingLL,NailingLL_NailingML_stick28_stick24_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"0.329000;0.924000;0.115000;0.000000;0.000000;0.000000","",True,21231.00,0.00,23252.49,,
359,2026-04-13 18:41:22.262,NailingLL,NailingLL_NailingML_stick32_stick27_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"-0.184000;0.972000;0.115000;0.000000;0.000000;0.000000","",True,14441.92,0.00,16485.33,,
360,2026-04-13 18:41:41.983,NailingLL,NailingLL_NailingML_stick28_cube5_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"0.238000;0.988000;0.115000;0.000000;0.000000;0.000000","",True,13071.44,0.00,15088.83,,
361,2026-04-13 18:42:00.281,NailingLL,NailingLL_NailingML_stick29_stick24_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"0.354000;0.792000;0.115000;0.000000;0.000000;0.000000","",True,12277.56,0.00,14315.56,,
362,2026-04-13 18:42:17.952,NailingLL,NailingLL_NailingML_stick31_stick27_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"-0.052000;0.946000;0.115000;0.000000;0.000000;0.000000","",True,10507.26,0.00,12561.85,,
363,2026-04-13 18:42:33.772,NailingLL,NailingLL_NailingML_stick32_cube6_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"-0.245000;0.928000;0.115000;0.000000;0.000000;0.000000","",True,14617.21,0.00,16672.05,,
364,2026-04-13 18:42:53.753,NailingLL,NailingLL_NailingML_stick29_stick25_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"0.276000;0.683000;0.115000;0.000000;0.000000;0.000000","",True,10545.83,0.00,12609.31,,
365,2026-04-13 18:43:09.704,NailingLL,NailingLL_NailingML_stick30_stick25_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"0.144000;0.658000;0.115000;0.000000;0.000000;0.000000","",True,14535.35,0.00,16582.78,,
366,2026-04-13 18:43:29.451,NailingLL,NailingLL_NailingML_stick30_stick26_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"0.010000;0.755000;0.115000;0.000000;0.000000;0.000000","",True,7521.32,0.00,9579.79,,
367,2026-04-13 18:43:42.404,NailingLL,NailingLL_NailingML_stick31_stick26_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"0.026000;0.837000;0.115000;0.000000;0.000000;0.000000","",True,10507.72,0.00,12524.29,,
368,2026-04-13 18:43:58.825,MoveToLL,MoveToLL_TravelML_robot1_rpmanipulate_rptoolchange_dup12,movej,rptoolchange,,1.00,0.30,"-0.276143;0.385864;0.086921;-3.141491;-0.002589;-0.000081","2.086106;-1.186673;-2.396030;-1.129490;1.555172;0.503193",True,10203.03,0.00,12240.98,,
369,2026-04-13 18:44:11.645,DeequipToolLL,DeequipToolLL_DeequipML_robot1_staplergun1_equiplocstapler_rptoolchange_dup6,play_program,,nailgun,0.50,1.00,"","",True,7220.61,0.00,9282.16,,
370,2026-04-13 18:44:21.234,EquipToolLL,EquipToolLL_EquipeML_robot1_gripper1_rptoolchange_equiplocgripper_dup6,play_program,,gripper,0.50,1.00,"","",True,20693.67,0.00,22754.04,,
371,2026-04-13 18:44:47.331,MoveToLL,MoveToLL_TravelML_robot1_rptoolchange_rppickup_dup6,movej,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,11581.97,0.00,13627.23,,
372,2026-04-13 18:45:03.931,MoveToLL,MoveToLL_PickUpML_stick33_initlocstick33_robot1_gripper1_rppickup,movel,initlocstick33,,0.30,0.30,"0.607370;-0.274820;-0.006000;0.000000;-3.141590;0.000000","",True,5390.40,0.00,7454.35,,
373,2026-04-13 18:45:11.540,CloseGripperLL,CloseGripperLL_PickUpML_stick33_initlocstick33_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,25.32,0.00,2105.26,,
374,2026-04-13 18:45:13.788,MoveToLL,MoveToLL_PickUpML_stick33_initlocstick33_robot1_gripper1_rppickup,movel,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,5822.34,0.00,7861.10,,
375,2026-04-13 18:45:24.812,MoveToLL,MoveToLL_TravelML_robot1_rppickup_rpmanipulate_dup39,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,10839.44,0.00,12874.47,,
376,2026-04-13 18:45:37.992,MoveToLL,MoveToLL_StackOnTwoML_stick33_robot1_finallocstick33_rpmanipulate_stick29_stick28_gripper1_layer7_layer8,planned,finallocstick33,gripper,0.30,0.30,"0.342774;0.850031;0.112500;0.191790;-3.135733;0.000000","",True,19880.17,0.00,21944.08,,
377,2026-04-13 18:46:00.076,MoveToLL,MoveToLL_StackOnTwoML_stick33_robot1_finallocstick33_rpmanipulate_stick29_stick28_gripper1_layer7_layer8,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,12121.57,0.00,14178.56,,
378,2026-04-13 18:46:17.610,MoveToLL,MoveToLL_TravelML_robot1_rpmanipulate_rppickup_dup34,movej,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,10737.01,0.00,12784.29,,
379,2026-04-13 18:46:37.297,MoveToLL,MoveToLL_PickUpML_cube8_initloccube8_robot1_gripper1_rppickup,movel,initloccube8,,0.30,0.30,"0.607370;-0.274820;-0.009000;0.000000;-3.141590;0.000000","",True,6137.39,0.00,8166.98,,
380,2026-04-13 18:46:45.596,CloseGripperLL,CloseGripperLL_PickUpML_cube8_initloccube8_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,25.96,0.00,2081.98,,
381,2026-04-13 18:46:47.820,MoveToLL,MoveToLL_PickUpML_cube8_initloccube8_robot1_gripper1_rppickup,movel,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,5922.77,0.00,7954.48,,
