CmdNumber,Timestamp,LLActionType,InstanceName,CommandType,TargetPosition,EndEffector,Velocity,Acceleration,Pose,Joints,Success,ExecTimeMs,PlanTimeMs,TotalTimeMs,GapFromPrevMs,PlanningInGapMs,BTOverheadMs,ParentMLAction,Error
775,2026-05-04 16:41:23.474,MoveToLL,MoveToLL_moveToPickPosition_PickUpML_stick73_initlocstick73_robot1_gripper1_rppickup,movel,initlocstick73,,0.30,0.30,"0.607370;-0.274820;-0.009000;0.000000;-3.141590;0.000000","",True,6271.59,0.00,8310.35,289.40,0.00,289.40,,
776,2026-05-04 16:41:31.933,CloseGripperLL,CloseGripperLL_closeGripper_PickUpML_stick73_initlocstick73_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,12.35,0.00,2054.69,148.72,0.00,148.72,,
777,2026-05-04 16:41:34.135,MoveToLL,MoveToLL_moveToRetract_PickUpML_stick73_initlocstick73_robot1_gripper1_rppickup,movel,rppickup,,0.30,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,5918.88,0.00,7962.82,146.50,0.00,146.50,,
778,2026-05-04 16:41:45.147,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rppickup_rpmanipulate_dup89,movej,rpmanipulate,,0.30,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,15159.37,0.00,17204.54,3049.77,0.00,3049.77,,
779,2026-05-04 16:42:02.642,MoveToLL,MoveToLL_moveToObjPosition_StackOnTwoML_stick73_robot1_finallocstick73_rpmanipulate_cube15_stick69_gripper1_layer16_layer17,planned,finallocstick73,,0.30,0.30,"0.338653;0.887716;0.271000;0.918513;-3.004320;0.000000","",True,22289.82,0.00,24338.56,289.71,0.00,289.71,,
780,2026-05-04 16:42:27.122,MoveToLL,MoveToLL_moveToRobotPos_StackOnTwoML_stick73_robot1_finallocstick73_rpmanipulate_cube15_stick69_gripper1_layer16_layer17,movej,rpmanipulate,,0.30,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,19884.90,0.00,21917.37,141.84,0.00,141.84,,
781,2026-05-04 16:42:51.989,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rpmanipulate_rppickup_dup81,movej,rppickup,,0.30,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,15269.52,0.00,17298.37,2949.38,0.00,2949.38,,
782,2026-05-04 16:43:09.581,MoveToLL,MoveToLL_moveToPickPosition_PickUpML_stick74_initlocstick74_robot1_gripper1_rppickup,movel,initlocstick74,,0.30,0.30,"0.607370;-0.274820;-0.006000;0.000000;-3.141590;0.000000","",True,6305.17,0.00,8329.46,294.11,0.00,294.11,,
783,2026-05-04 16:43:18.054,CloseGripperLL,CloseGripperLL_closeGripper_PickUpML_stick74_initlocstick74_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,1.04,0.00,2038.70,143.43,0.00,143.43,,
784,2026-05-04 16:43:20.233,MoveToLL,MoveToLL_moveToRetract_PickUpML_stick74_initlocstick74_robot1_gripper1_rppickup,movel,rppickup,,0.30,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,5946.02,0.00,7981.74,140.61,0.00,140.61,,
785,2026-05-04 16:43:31.061,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rppickup_rpmanipulate_dup90,movej,rpmanipulate,,0.30,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,15285.53,0.00,17316.29,2846.41,0.00,2846.41,,
786,2026-05-04 16:43:48.665,MoveToLL,MoveToLL_moveToObjPosition_StackOnTwoML_stick74_robot1_finallocstick74_rpmanipulate_stick69_stick70_gripper1_layer16_layer17,planned,finallocstick74,,0.30,0.30,"0.272570;0.695984;0.270000;-1.474888;-2.773862;0.000000","",True,16699.20,0.00,18735.94,287.49,0.00,287.49,,
787,2026-05-04 16:44:07.549,MoveToLL,MoveToLL_moveToRobotPos_StackOnTwoML_stick74_robot1_finallocstick74_rpmanipulate_stick69_stick70_gripper1_layer16_layer17,movej,rpmanipulate,,0.30,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,9348.02,0.00,11381.65,147.36,0.00,147.36,,
788,2026-05-04 16:44:21.630,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rpmanipulate_rppickup_dup82,movej,rppickup,,0.30,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,15418.98,0.00,17451.21,2699.58,0.00,2699.58,,
789,2026-05-04 16:44:39.374,MoveToLL,MoveToLL_moveToPickPosition_PickUpML_stick76_initlocstick76_robot1_gripper1_rppickup,movel,initlocstick76,,0.30,0.30,"0.607370;-0.274820;-0.006000;0.000000;-3.141590;0.000000","",True,6296.51,0.00,8329.74,293.21,0.00,293.21,,
790,2026-05-04 16:44:47.853,CloseGripperLL,CloseGripperLL_closeGripper_PickUpML_stick76_initlocstick76_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,12.74,0.00,2042.81,148.86,0.00,148.86,,
791,2026-05-04 16:44:50.032,MoveToLL,MoveToLL_moveToRetract_PickUpML_stick76_initlocstick76_robot1_gripper1_rppickup,movel,rppickup,,0.30,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,5930.65,0.00,7974.97,136.75,0.00,136.75,,
792,2026-05-04 16:45:00.948,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rppickup_rpmanipulate_dup91,movej,rpmanipulate,,0.30,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,15275.04,0.00,17305.74,2940.48,0.00,2940.48,,
793,2026-05-04 16:45:18.531,MoveToLL,MoveToLL_moveToObjPosition_StackOnTwoML_stick76_robot1_finallocstick76_rpmanipulate_stick72_stick71_gripper1_layer16_layer17,planned,finallocstick76,,0.30,0.30,"-0.055430;0.933357;0.270000;2.773862;1.474888;0.000000","",True,18318.63,0.00,20351.37,277.26,0.00,277.26,,
794,2026-05-04 16:45:39.027,MoveToLL,MoveToLL_moveToRobotPos_StackOnTwoML_stick76_robot1_finallocstick76_rpmanipulate_stick72_stick71_gripper1_layer16_layer17,movej,rpmanipulate,,0.30,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,10732.73,0.00,12786.13,144.49,0.00,144.49,,
795,2026-05-04 16:45:54.716,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rpmanipulate_rppickup_dup83,movej,rppickup,,0.30,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,15273.98,0.00,17301.19,2903.32,0.00,2903.32,,
796,2026-05-04 16:46:12.317,MoveToLL,MoveToLL_moveToPickPosition_PickUpML_cube16_initloccube16_robot1_gripper1_rppickup,movel,initloccube16,,0.30,0.30,"0.607370;-0.274820;-0.009000;0.000000;-3.141590;0.000000","",True,6280.32,0.00,8322.75,299.38,0.00,299.38,,
797,2026-05-04 16:46:20.780,CloseGripperLL,CloseGripperLL_closeGripper_PickUpML_cube16_initloccube16_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,8.20,0.00,2042.13,140.43,0.00,140.43,,
798,2026-05-04 16:46:22.960,MoveToLL,MoveToLL_moveToRetract_PickUpML_cube16_initloccube16_robot1_gripper1_rppickup,movel,rppickup,,0.30,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,5939.24,0.00,7978.11,138.34,0.00,138.34,,
799,2026-05-04 16:46:33.669,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rppickup_rpmanipulate_dup92,movej,rpmanipulate,,0.30,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,15396.98,0.00,17419.20,2730.79,0.00,2730.79,,
800,2026-05-04 16:46:51.384,MoveToLL,MoveToLL_moveToObjPosition_StackML_cube16_stick73_robot1_gripper1_finalloccube16_rpmanipulate,planned,finalloccube16,,0.30,0.30,"0.318858;0.917064;0.288500;3.004320;0.918513;0.000000","",True,18293.79,0.00,20332.39,295.53,0.00,295.53,,
801,2026-05-04 16:47:11.852,MoveToLL,MoveToLL_moveToRobotPosition_StackML_cube16_stick73_robot1_gripper1_finalloccube16_rpmanipulate,movej,rpmanipulate,,0.30,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,11475.96,0.00,13499.66,135.60,0.00,135.60,,
802,2026-05-04 16:47:28.209,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rpmanipulate_rppickup_dup84,movej,rppickup,,0.30,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,15275.50,0.00,17324.86,2857.78,0.00,2857.78,,
803,2026-05-04 16:47:45.824,MoveToLL,MoveToLL_moveToPickPosition_PickUpML_stick75_initlocstick75_robot1_gripper1_rppickup,movel,initlocstick75,,0.30,0.30,"0.607370;-0.274820;-0.006000;0.000000;-3.141590;0.000000","",True,6294.46,0.00,8332.48,289.74,0.00,289.74,,
804,2026-05-04 16:47:54.294,CloseGripperLL,CloseGripperLL_closeGripper_PickUpML_stick75_initlocstick75_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,1.35,0.00,2032.53,137.27,0.00,137.27,,
805,2026-05-04 16:47:56.473,MoveToLL,MoveToLL_moveToRetract_PickUpML_stick75_initlocstick75_robot1_gripper1_rppickup,movel,rppickup,,0.30,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,5951.65,0.00,7974.43,147.19,0.00,147.19,,
806,2026-05-04 16:48:07.556,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rppickup_rpmanipulate_dup93,movej,rpmanipulate,,0.30,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,15116.89,0.00,17141.85,3107.99,0.00,3107.99,,
807,2026-05-04 16:48:24.995,MoveToLL,MoveToLL_moveToObjPosition_StackOnTwoML_stick75_robot1_finallocstick75_rpmanipulate_stick70_stick71_gripper1_layer16_layer17,planned,finallocstick75,,0.30,0.30,"0.047677;0.739699;0.270000;3.004320;0.918513;0.000000","",True,16670.63,0.00,18747.05,297.00,0.00,297.00,,
808,2026-05-04 16:48:43.893,MoveToLL,MoveToLL_moveToRobotPos_StackOnTwoML_stick75_robot1_finallocstick75_rpmanipulate_stick70_stick71_gripper1_layer16_layer17,movej,rpmanipulate,,0.30,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,10738.72,0.00,12774.24,151.39,0.00,151.39,,
809,2026-05-04 16:48:59.524,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rpmanipulate_rppickup_dup85,movej,rppickup,,0.30,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,15268.52,0.00,17294.68,2856.58,0.00,2856.58,,
810,2026-05-04 16:49:17.144,MoveToLL,MoveToLL_moveToPickPosition_PickUpML_stick77_initlocstick77_robot1_gripper1_rppickup,movel,initlocstick77,,0.30,0.30,"0.607370;-0.274820;-0.006000;0.000000;-3.141590;0.000000","",True,6262.24,0.00,8296.09,325.12,0.00,325.12,,
811,2026-05-04 16:49:25.594,CloseGripperLL,CloseGripperLL_closeGripper_PickUpML_stick77_initlocstick77_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,14.07,0.00,2076.48,153.64,0.00,153.64,,
812,2026-05-04 16:49:27.822,MoveToLL,MoveToLL_moveToRetract_PickUpML_stick77_initlocstick77_robot1_gripper1_rppickup,movel,rppickup,,0.30,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,5837.62,0.00,7880.38,151.96,0.00,151.96,,
813,2026-05-04 16:49:38.863,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rppickup_rpmanipulate_dup94,movej,rpmanipulate,,0.30,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,15040.62,0.00,17089.61,3160.47,0.00,3160.47,,
814,2026-05-04 16:49:56.213,MoveToLL,MoveToLL_moveToObjPosition_StackOnTwoML_stick77_robot1_finallocstick77_rpmanipulate_stick73_stick74_gripper1_layer17_layer18,planned,finallocstick77,,0.30,0.30,"0.339829;0.793846;0.288500;-0.355638;-3.121398;0.000000","",True,18329.23,0.00,20367.37,260.85,0.00,260.85,,
815,2026-05-04 16:50:16.718,MoveToLL,MoveToLL_moveToRobotPos_StackOnTwoML_stick77_robot1_finallocstick77_rpmanipulate_stick73_stick74_gripper1_layer17_layer18,movej,rpmanipulate,,0.30,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,14287.51,0.00,16305.80,137.45,0.00,137.45,,
816,2026-05-04 16:50:35.691,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rpmanipulate_rppickup_dup86,movej,rppickup,,0.30,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,15441.84,0.00,17482.27,2667.58,0.00,2667.58,,
817,2026-05-04 16:50:53.507,MoveToLL,MoveToLL_moveToPickPosition_PickUpML_stick78_initlocstick78_robot1_gripper1_rppickup,movel,initlocstick78,,0.30,0.30,"0.607370;-0.274820;-0.006000;0.000000;-3.141590;0.000000","",True,6238.87,0.00,8287.66,333.54,0.00,333.54,,
818,2026-05-04 16:51:01.938,CloseGripperLL,CloseGripperLL_closeGripper_PickUpML_stick78_initlocstick78_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,0.92,0.00,2060.77,142.62,0.00,142.62,,
819,2026-05-04 16:51:04.135,MoveToLL,MoveToLL_moveToRetract_PickUpML_stick78_initlocstick78_robot1_gripper1_rppickup,movel,rppickup,,0.30,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,5836.18,0.00,7894.39,136.92,0.00,136.92,,
820,2026-05-04 16:51:15.253,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rppickup_rpmanipulate_dup95,movej,rpmanipulate,,0.30,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,14987.71,0.00,17026.85,3223.12,0.00,3223.12,,
821,2026-05-04 16:51:32.585,MoveToLL,MoveToLL_moveToObjPosition_StackOnTwoML_stick78_robot1_finallocstick78_rpmanipulate_stick75_stick74_gripper1_layer17_layer18,planned,finallocstick78,,0.30,0.30,"0.145539;0.672440;0.287500;2.458636;1.955687;0.000000","",True,15158.34,0.00,17204.56,305.73,0.00,305.73,,
822,2026-05-04 16:51:49.935,MoveToLL,MoveToLL_moveToRobotPos_StackOnTwoML_stick78_robot1_finallocstick78_rpmanipulate_stick75_stick74_gripper1_layer17_layer18,movej,rpmanipulate,,0.30,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,7936.94,0.00,9968.62,144.62,0.00,144.62,,
823,2026-05-04 16:52:03.045,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rpmanipulate_rppickup_dup87,movej,rppickup,,0.30,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,15063.44,0.00,17108.95,3142.00,0.00,3142.00,,
824,2026-05-04 16:52:20.458,MoveToLL,MoveToLL_moveToPickPosition_PickUpML_stick79_initlocstick79_robot1_gripper1_rppickup,movel,initlocstick79,,0.30,0.30,"0.607370;-0.274820;-0.006000;0.000000;-3.141590;0.000000","",True,6259.01,0.00,8317.26,304.00,0.00,304.00,,
825,2026-05-04 16:52:28.928,CloseGripperLL,CloseGripperLL_closeGripper_PickUpML_stick79_initlocstick79_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,13.53,0.00,2068.80,153.09,0.00,153.09,,
826,2026-05-04 16:52:31.146,MoveToLL,MoveToLL_moveToRetract_PickUpML_stick79_initlocstick79_robot1_gripper1_rppickup,movel,rppickup,,0.30,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,5833.69,0.00,7867.10,148.27,0.00,148.27,,
827,2026-05-04 16:52:42.305,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rppickup_rpmanipulate_dup96,movej,rpmanipulate,,0.30,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,14958.67,0.00,16990.41,3292.78,0.00,3292.78,,
828,2026-05-04 16:52:59.619,MoveToLL,MoveToLL_moveToObjPosition_StackOnTwoML_stick79_robot1_finallocstick79_rpmanipulate_stick76_stick75_gripper1_layer17_layer18,planned,finallocstick79,,0.30,0.30,"0.011829;0.835495;0.287500;3.121398;0.355638;0.000000","",True,17475.62,0.00,19504.17,323.11,0.00,323.11,,
829,2026-05-04 16:53:19.276,MoveToLL,MoveToLL_moveToRobotPos_StackOnTwoML_stick79_robot1_finallocstick79_rpmanipulate_stick76_stick75_gripper1_layer17_layer18,movej,rpmanipulate,,0.30,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,13563.51,0.00,15587.89,153.30,0.00,153.30,,
830,2026-05-04 16:53:37.872,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rpmanipulate_rptoolchange_dup21,movej,rptoolchange,,0.30,0.30,"-0.276143;0.385864;0.086921;-3.141491;-0.002589;-0.000081","2.086106;-1.186673;-2.396030;-1.129490;1.555172;0.503193",True,10984.27,0.00,13030.36,3007.47,0.00,3007.47,,
831,2026-05-04 16:53:51.187,DeequipToolLL,DeequipToolLL_deequipTool_DeequipML_robot1_gripper1_equiplocgripper_rptoolchange_dup11,play_program,,,0.50,1.00,"","",True,21126.23,0.00,23162.50,284.47,0.00,284.47,,
832,2026-05-04 16:54:14.655,EquipToolLL,EquipToolLL_equipTool_EquipeML_robot1_staplergun1_rptoolchange_equiplocstapler_dup11,play_program,,,0.50,1.00,"","",True,10364.55,0.00,12399.54,306.00,0.00,306.00,,
833,2026-05-04 16:54:30.189,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rptoolchange_rpmanipulate_dup11,movej,rpmanipulate,,0.30,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,11049.01,0.00,13101.24,3134.00,0.00,3134.00,,
834,2026-05-04 16:54:43.882,NailingLL,NailingLL_nailStep_NailingML_cube16_stick73_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"0.318858;0.917064;0.308550;0.000000;0.000000;0.000000","",True,27605.82,0.00,29645.72,592.57,0.00,592.57,,
835,2026-05-04 16:55:16.697,NailingLL,NailingLL_nailStep_NailingML_stick77_stick73_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"0.355675;0.862481;0.308575;0.000000;0.000000;0.000000","",True,9127.85,0.00,11148.73,3168.66,0.00,3168.66,,
836,2026-05-04 16:55:30.802,NailingLL,NailingLL_nailStep_NailingML_stick77_stick74_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"0.331903;0.727250;0.308050;0.000000;0.000000;0.000000","",True,14912.20,0.00,16966.84,2956.58,0.00,2956.58,,
837,2026-05-04 16:55:50.869,NailingLL,NailingLL_nailStep_NailingML_stick78_stick74_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"0.214173;0.656595;0.307575;0.000000;0.000000;0.000000","",True,10798.23,0.00,12819.70,3099.85,0.00,3099.85,,
838,2026-05-04 16:56:06.688,NailingLL,NailingLL_nailStep_NailingML_stick78_stick75_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"0.083361;0.686795;0.307550;0.000000;0.000000;0.000000","",True,6863.49,0.00,8914.86,2999.96,0.00,2999.96,,
839,2026-05-04 16:56:18.657,NailingLL,NailingLL_nailStep_NailingML_stick79_stick75_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"0.026799;0.770652;0.307550;0.000000;0.000000;0.000000","",True,14848.51,0.00,16870.90,3053.68,0.00,3053.68,,
840,2026-05-04 16:56:38.417,NailingLL,NailingLL_nailStep_NailingML_stick79_stick76_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"-0.002526;0.897673;0.307550;0.000000;0.000000;0.000000","",True,13387.48,0.00,15432.96,2889.31,0.00,2889.31,,
841,2026-05-04 16:56:58.156,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rpmanipulate_rptoolchange_dup22,movej,rptoolchange,,0.30,0.30,"-0.276143;0.385864;0.086921;-3.141491;-0.002589;-0.000081","2.086106;-1.186673;-2.396030;-1.129490;1.555172;0.503193",True,12694.47,0.00,14738.23,4305.96,0.00,4305.96,,
842,2026-05-04 16:57:13.187,DeequipToolLL,DeequipToolLL_deequipTool_DeequipML_robot1_staplergun1_equiplocstapler_rptoolchange_dup11,play_program,,,0.50,1.00,"","",True,7287.19,0.00,9336.30,292.39,0.00,292.39,,
843,2026-05-04 16:57:22.833,EquipToolLL,EquipToolLL_equipTool_EquipeML_robot1_gripper1_rptoolchange_equiplocgripper_dup11,play_program,,,0.50,1.00,"","",True,21132.73,0.00,23192.66,309.44,0.00,309.44,,
844,2026-05-04 16:57:48.161,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rptoolchange_rppickup_dup11,movej,rppickup,,0.30,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,18082.00,0.00,20133.59,2136.19,0.00,2136.19,,
845,2026-05-04 16:58:08.638,MoveToLL,MoveToLL_moveToPickPosition_PickUpML_stick81_initlocstick81_robot1_gripper1_rppickup,movel,initlocstick81,,0.30,0.30,"0.607370;-0.274820;-0.006000;0.000000;-3.141590;0.000000","",True,6244.62,0.00,8275.65,343.36,0.00,343.36,,
846,2026-05-04 16:58:17.064,CloseGripperLL,CloseGripperLL_closeGripper_PickUpML_stick81_initlocstick81_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,12.48,0.00,2035.66,150.05,0.00,150.05,,
847,2026-05-04 16:58:19.248,MoveToLL,MoveToLL_moveToRetract_PickUpML_stick81_initlocstick81_robot1_gripper1_rppickup,movel,rppickup,,0.30,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,5234.87,0.00,7258.65,148.64,0.00,148.64,,
848,2026-05-04 16:58:28.686,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rppickup_rpmanipulate_dup97,movej,rpmanipulate,,0.30,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,15241.16,0.00,17271.15,2179.36,0.00,2179.36,,
849,2026-05-04 16:58:46.254,MoveToLL,MoveToLL_moveToObjPosition_StackOnTwoML_stick81_robot1_finallocstick81_rpmanipulate_stick77_stick78_gripper1_layer18_layer19,planned,finallocstick81,,0.30,0.30,"0.262981;0.689992;0.305000;-1.570796;-2.720699;0.000000","",True,16703.25,0.00,18727.54,296.68,0.00,296.68,,
850,2026-05-04 16:59:05.126,MoveToLL,MoveToLL_moveToRobotPos_StackOnTwoML_stick81_robot1_finallocstick81_rpmanipulate_stick77_stick78_gripper1_layer18_layer19,movej,rpmanipulate,,0.30,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,8656.38,0.00,10682.13,144.74,0.00,144.74,,
851,2026-05-04 16:59:17.963,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rpmanipulate_rppickup_dup88,movej,rppickup,,0.30,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,15240.00,0.00,17293.93,2154.17,0.00,2154.17,,
852,2026-05-04 16:59:35.556,MoveToLL,MoveToLL_moveToPickPosition_PickUpML_stick80_initlocstick80_robot1_gripper1_rppickup,movel,initlocstick80,,0.30,0.30,"0.607370;-0.274820;-0.009000;0.000000;-3.141590;0.000000","",True,6273.88,0.00,8322.44,299.45,0.00,299.45,,
853,2026-05-04 16:59:44.034,CloseGripperLL,CloseGripperLL_closeGripper_PickUpML_stick80_initlocstick80_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,0.89,0.00,2048.06,155.08,0.00,155.08,,
854,2026-05-04 16:59:46.227,MoveToLL,MoveToLL_moveToRetract_PickUpML_stick80_initlocstick80_robot1_gripper1_rppickup,movel,rppickup,,0.30,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,5839.20,0.00,7875.69,144.97,0.00,144.97,,
855,2026-05-04 16:59:56.518,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rppickup_rpmanipulate_dup98,movej,rpmanipulate,,0.30,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,14998.05,0.00,17034.27,2415.67,0.00,2415.67,,
856,2026-05-04 17:00:13.856,MoveToLL,MoveToLL_moveToObjPosition_StackOnTwoML_stick80_robot1_finallocstick80_rpmanipulate_cube16_stick77_gripper1_layer18_layer19,planned,finallocstick80,,0.30,0.30,"0.344152;0.873400;0.306000;0.813104;-3.034545;0.000000","",True,19172.11,0.00,21194.77,303.73,0.00,303.73,,
